id_employe,nom,prenom,poste,nom_departement,date_embauche,date_depart,salaire,statut,cohorte_embauche,anciennete_annees,score_moyen,categorie_performance
722,Nom_722,Prenom_722,Developpeur,Finance,2022-11-08,,1087,Actif,2022,3.69,75.2,Moyen
732,Nom_732,Prenom_732,Manager,Finance,2021-11-14,,4762,Actif,2021,4.67,74.2,Moyen
735,Nom_735,Prenom_735,RH,Finance,2023-02-01,,2275,Actif,2023,3.46,72.0,Faible
774,Nom_774,Prenom_774,Analyste,Finance,2022-05-02,,915,Actif,2022,4.21,74.0,Moyen
779,Nom_779,Prenom_779,Developpeur,Finance,2019-12-05,2022-04-07,3750,Parti,2019,2.34,74.5,Moyen
782,Nom_782,Prenom_782,Developpeur,Finance,2022-10-20,2024-02-22,1777,Parti,2022,1.34,71.8,Faible
792,Nom_792,Prenom_792,Manager,Finance,2022-06-29,,3145,Actif,2022,4.05,67.8,Faible
798,Nom_798,Prenom_798,Developpeur,Finance,2019-06-16,,2859,Actif,2019,7.09,81.6,Eleve
820,Nom_820,Prenom_820,RH,Finance,2019-07-09,,4813,Actif,2019,7.02,70.3,Faible
848,Nom_848,Prenom_848,Finance,Finance,2023-01-04,,4388,Actif,2023,3.53,76.5,Eleve
877,Nom_877,Prenom_877,Analyste,Finance,2019-03-31,2019-11-12,1686,Parti,2019,0.62,75.1,Moyen
878,Nom_878,Prenom_878,Manager,Finance,2023-07-30,,1140,Actif,2023,2.97,67.8,Faible
889,Nom_889,Prenom_889,Analyste,Finance,2021-08-16,,4859,Actif,2021,4.92,75.3,Moyen
913,Nom_913,Prenom_913,RH,Finance,2021-05-26,,984,Actif,2021,5.14,74.8,Moyen
916,Nom_916,Prenom_916,Developpeur,Finance,2021-10-12,,4472,Actif,2021,4.76,77.4,Eleve
924,Nom_924,Prenom_924,Manager,Finance,2023-12-08,,2209,Actif,2023,2.61,79.8,Eleve
926,Nom_926,Prenom_926,Developpeur,Finance,2022-07-29,,1326,Actif,2022,3.97,74.3,Moyen
933,Nom_933,Prenom_933,Manager,Finance,2023-06-22,2028-05-10,3693,Parti,2023,4.88,73.3,Moyen
940,Nom_940,Prenom_940,Developpeur,Finance,2020-06-01,,3695,Actif,2020,6.12,83.3,Eleve
950,Nom_950,Prenom_950,RH,Finance,2020-12-14,,4614,Actif,2020,5.59,80.2,Eleve
956,Nom_956,Prenom_956,RH,Finance,2020-04-01,,3164,Actif,2020,6.29,79.7,Eleve
961,Nom_961,Prenom_961,Analyste,Finance,2023-12-01,,2956,Actif,2023,2.63,77.6,Eleve
964,Nom_964,Prenom_964,Analyste,Finance,2021-05-30,,1415,Actif,2021,5.13,72.3,Faible
965,Nom_965,Prenom_965,RH,Finance,2020-05-02,,3053,Actif,2020,6.21,72.6,Faible
976,Nom_976,Prenom_976,Manager,Finance,2019-04-28,2023-08-31,1125,Parti,2019,4.34,74.4,Moyen
989,Nom_989,Prenom_989,Developpeur,Finance,2022-08-19,,2381,Actif,2022,3.91,73.1,Moyen
1002,Nom_1002,Prenom_1002,Finance,Finance,2021-03-16,,2444,Actif,2021,5.34,68.2,Faible
1018,Nom_1018,Prenom_1018,Finance,Finance,2021-01-28,,1657,Actif,2021,5.46,78.9,Eleve
1022,Nom_1022,Prenom_1022,Finance,Finance,2019-05-13,2020-12-09,1098,Parti,2019,1.58,73.0,Moyen
1025,Nom_1025,Prenom_1025,Finance,Finance,2019-05-18,,4862,Actif,2019,7.16,79.9,Eleve
1040,Nom_1040,Prenom_1040,Finance,Finance,2019-02-12,,1175,Actif,2019,7.43,70.1,Faible
1063,Nom_1063,Prenom_1063,Analyste,Finance,2022-11-27,,4369,Actif,2022,3.64,77.6,Eleve
1079,Nom_1079,Prenom_1079,Finance,Finance,2022-01-06,,1306,Actif,2022,4.53,76.0,Moyen
1085,Nom_1085,Prenom_1085,RH,Finance,2022-02-18,,4593,Actif,2022,4.41,80.5,Eleve
1120,Nom_1120,Prenom_1120,Analyste,Finance,2021-10-23,2026-06-06,1056,Parti,2021,4.62,74.4,Moyen
1138,Nom_1138,Prenom_1138,Developpeur,Finance,2022-07-20,,1704,Actif,2022,3.99,66.8,Faible
1159,Nom_1159,Prenom_1159,Analyste,Finance,2019-02-03,,4067,Actif,2019,7.45,76.7,Eleve
1169,Nom_1169,Prenom_1169,RH,Finance,2020-11-22,,2235,Actif,2020,5.65,75.3,Moyen
1187,Nom_1187,Prenom_1187,RH,Finance,2022-10-05,,2702,Actif,2022,3.78,73.5,Moyen
1195,Nom_1195,Prenom_1195,RH,Finance,2021-01-28,,4018,Actif,2021,5.46,73.6,Moyen
1218,Nom_1218,Prenom_1218,Finance,Finance,2019-07-13,,2031,Actif,2019,7.01,66.3,Faible
1229,Nom_1229,Prenom_1229,Finance,Finance,2022-02-15,,1219,Actif,2022,4.42,67.6,Faible
1233,Nom_1233,Prenom_1233,Analyste,Finance,2019-08-13,,3896,Actif,2019,6.93,73.7,Moyen
1249,Nom_1249,Prenom_1249,RH,Finance,2020-11-20,,1703,Actif,2020,5.65,81.3,Eleve
1254,Nom_1254,Prenom_1254,Finance,Finance,2021-06-16,,4140,Actif,2021,5.08,77.1,Eleve
1268,Nom_1268,Prenom_1268,RH,Finance,2023-06-18,,4586,Actif,2023,3.08,71.3,Faible
1276,Nom_1276,Prenom_1276,Developpeur,Finance,2022-03-06,,4146,Actif,2022,4.36,74.8,Moyen
1282,Nom_1282,Prenom_1282,Finance,Finance,2021-07-06,,3762,Actif,2021,5.03,82.5,Eleve
1291,Nom_1291,Prenom_1291,Developpeur,Finance,2020-12-25,,1819,Actif,2020,5.56,77.5,Eleve
1294,Nom_1294,Prenom_1294,Finance,Finance,2021-04-30,,4429,Actif,2021,5.21,82.3,Eleve
1310,Nom_1310,Prenom_1310,Finance,Finance,2023-09-11,,1290,Actif,2023,2.85,81.1,Eleve
1312,Nom_1312,Prenom_1312,Developpeur,Finance,2020-02-26,,4334,Actif,2020,6.39,75.5,Moyen
1322,Nom_1322,Prenom_1322,Manager,Finance,2021-03-31,,3493,Actif,2021,5.3,79.3,Eleve
1336,Nom_1336,Prenom_1336,Developpeur,Finance,2023-08-20,,1096,Actif,2023,2.91,71.8,Faible
1355,Nom_1355,Prenom_1355,Developpeur,Finance,2020-05-31,,3997,Actif,2020,6.13,71.8,Faible
1357,Nom_1357,Prenom_1357,Finance,Finance,2021-05-14,,2561,Actif,2021,5.17,71.6,Faible
1371,Nom_1371,Prenom_1371,RH,Finance,2019-02-16,,1833,Actif,2019,7.41,73.2,Moyen
1382,Nom_1382,Prenom_1382,RH,Finance,2022-07-30,2023-08-24,1071,Parti,2022,1.07,69.9,Faible
1384,Nom_1384,Prenom_1384,Finance,Finance,2023-08-11,,4132,Actif,2023,2.93,79.3,Eleve
1388,Nom_1388,Prenom_1388,RH,Finance,2020-07-03,,4641,Actif,2020,6.04,73.3,Moyen
1391,Nom_1391,Prenom_1391,Developpeur,Finance,2019-01-23,,4060,Actif,2019,7.48,72.3,Faible
1415,Nom_1415,Prenom_1415,Developpeur,Finance,2019-05-07,,4886,Actif,2019,7.2,77.1,Eleve
1418,Nom_1418,Prenom_1418,Manager,Finance,2020-08-26,,1587,Actif,2020,5.89,72.8,Moyen
1424,Nom_1424,Prenom_1424,Manager,Finance,2023-01-25,,4246,Actif,2023,3.47,76.8,Eleve
1426,Nom_1426,Prenom_1426,Manager,Finance,2022-08-13,,4578,Actif,2022,3.93,69.2,Faible
1427,Nom_1427,Prenom_1427,Developpeur,Finance,2023-10-16,,3545,Actif,2023,2.75,65.8,Faible
1441,Nom_1441,Prenom_1441,RH,Finance,2020-07-20,,2315,Actif,2020,5.99,79.3,Eleve
1451,Nom_1451,Prenom_1451,Analyste,Finance,2019-11-09,,4574,Actif,2019,6.69,64.7,Faible
36,Nom_36,Prenom_36,Manager,Informatique,2021-09-02,2026-01-10,4988,Parti,2021,4.36,68.2,Faible
43,Nom_43,Prenom_43,RH,Informatique,2023-05-10,,3487,Actif,2023,3.19,73.3,Moyen
44,Nom_44,Prenom_44,Developpeur,Informatique,2022-06-21,,4966,Actif,2022,4.07,71.6,Faible
66,Nom_66,Prenom_66,Manager,Informatique,2021-08-13,,3794,Actif,2021,4.93,79.0,Eleve
71,Nom_71,Prenom_71,RH,Informatique,2019-02-04,,4808,Actif,2019,7.45,71.6,Faible
78,Nom_78,Prenom_78,Manager,Informatique,2022-11-14,,3407,Actif,2022,3.67,73.6,Moyen
80,Nom_80,Prenom_80,Developpeur,Informatique,2022-02-03,,4607,Actif,2022,4.45,73.5,Moyen
99,Nom_99,Prenom_99,Finance,Informatique,2019-10-23,,802,Actif,2019,6.73,71.7,Faible
100,Nom_100,Prenom_100,Developpeur,Informatique,2023-10-15,2029-02-27,1005,Parti,2023,5.37,66.6,Faible
113,Nom_113,Prenom_113,RH,Informatique,2022-03-26,,2755,Actif,2022,4.31,74.0,Moyen
127,Nom_127,Prenom_127,Analyste,Informatique,2020-02-23,,3963,Actif,2020,6.4,76.5,Eleve
135,Nom_135,Prenom_135,Analyste,Informatique,2021-11-17,,4271,Actif,2021,4.66,79.2,Eleve
141,Nom_141,Prenom_141,Finance,Informatique,2021-12-07,,1289,Actif,2021,4.61,63.9,Faible
149,Nom_149,Prenom_149,Developpeur,Informatique,2020-12-26,2024-09-30,853,Parti,2020,3.76,71.3,Faible
156,Nom_156,Prenom_156,Manager,Informatique,2023-11-28,,3581,Actif,2023,2.63,71.9,Faible
160,Nom_160,Prenom_160,Manager,Informatique,2021-02-05,2024-07-31,3440,Parti,2021,3.48,75.6,Moyen
168,Nom_168,Prenom_168,Analyste,Informatique,2021-06-10,,3352,Actif,2021,5.1,80.2,Eleve
173,Nom_173,Prenom_173,Finance,Informatique,2021-01-12,,1722,Actif,2021,5.51,72.6,Faible
184,Nom_184,Prenom_184,Developpeur,Informatique,2022-04-09,,1003,Actif,2022,4.27,66.3,Faible
190,Nom_190,Prenom_190,Manager,Informatique,2022-06-20,2025-07-02,1407,Parti,2022,3.03,73.3,Moyen
199,Nom_199,Prenom_199,Finance,Informatique,2021-03-06,,1165,Actif,2021,5.36,75.9,Moyen
201,Nom_201,Prenom_201,Finance,Informatique,2023-07-02,,4999,Actif,2023,3.04,76.0,Moyen
211,Nom_211,Prenom_211,Developpeur,Informatique,2019-07-09,,1914,Actif,2019,7.02,69.7,Faible
212,Nom_212,Prenom_212,Analyste,Informatique,2022-06-02,,3305,Actif,2022,4.12,68.8,Faible
223,Nom_223,Prenom_223,RH,Informatique,2023-01-19,,965,Actif,2023,3.49,74.3,Moyen
224,Nom_224,Prenom_224,Manager,Informatique,2022-12-05,,4286,Actif,2022,3.61,74.2,Moyen
225,Nom_225,Prenom_225,Developpeur,Informatique,2020-10-10,,3309,Actif,2020,5.77,81.4,Eleve
227,Nom_227,Prenom_227,Developpeur,Informatique,2023-08-28,,913,Actif,2023,2.89,84.3,Eleve
234,Nom_234,Prenom_234,Manager,Informatique,2023-06-20,2028-05-01,3996,Parti,2023,4.87,76.1,Moyen
248,Nom_248,Prenom_248,RH,Informatique,2023-07-07,,4434,Actif,2023,3.03,77.2,Eleve
261,Nom_261,Prenom_261,Analyste,Informatique,2022-11-27,,2248,Actif,2022,3.64,75.5,Moyen
268,Nom_268,Prenom_268,Developpeur,Informatique,2023-09-30,,1415,Actif,2023,2.8,73.0,Moyen
274,Nom_274,Prenom_274,Manager,Informatique,2022-04-22,,4275,Actif,2022,4.24,73.6,Moyen
284,Nom_284,Prenom_284,Analyste,Informatique,2023-03-15,,4908,Actif,2023,3.34,69.8,Faible
290,Nom_290,Prenom_290,Finance,Informatique,2019-07-06,2021-01-25,4675,Parti,2019,1.56,74.4,Moyen
294,Nom_294,Prenom_294,RH,Informatique,2023-11-30,,4021,Actif,2023,2.63,70.5,Faible
300,Nom_300,Prenom_300,RH,Informatique,2023-03-15,,2062,Actif,2023,3.34,77.2,Eleve
319,Nom_319,Prenom_319,Analyste,Informatique,2023-11-23,,3417,Actif,2023,2.65,71.3,Faible
324,Nom_324,Prenom_324,Finance,Informatique,2023-05-15,,3955,Actif,2023,3.17,75.8,Moyen
326,Nom_326,Prenom_326,Developpeur,Informatique,2019-01-02,,2840,Actif,2019,7.54,76.8,Eleve
352,Nom_352,Prenom_352,Analyste,Informatique,2019-04-14,,2811,Actif,2019,7.26,82.6,Eleve
357,Nom_357,Prenom_357,Developpeur,Informatique,2023-02-05,,2247,Actif,2023,3.44,72.8,Moyen
360,Nom_360,Prenom_360,Finance,Informatique,2021-07-02,2022-03-13,3983,Parti,2021,0.7,71.8,Faible
383,Nom_383,Prenom_383,Analyste,Informatique,2020-04-04,,4715,Actif,2020,6.28,74.3,Moyen
389,Nom_389,Prenom_389,Finance,Informatique,2023-08-21,,2630,Actif,2023,2.9,69.4,Faible
396,Nom_396,Prenom_396,Finance,Informatique,2022-07-30,,1648,Actif,2022,3.96,75.5,Moyen
399,Nom_399,Prenom_399,Developpeur,Informatique,2022-07-24,,2681,Actif,2022,3.98,77.3,Eleve
404,Nom_404,Prenom_404,Manager,Informatique,2021-08-17,,3692,Actif,2021,4.91,77.3,Eleve
410,Nom_410,Prenom_410,Finance,Informatique,2023-03-20,,852,Actif,2023,3.33,67.3,Faible
415,Nom_415,Prenom_415,Analyste,Informatique,2019-01-17,,1205,Actif,2019,7.5,74.8,Moyen
431,Nom_431,Prenom_431,RH,Informatique,2020-08-29,,4358,Actif,2020,5.88,69.1,Faible
438,Nom_438,Prenom_438,Analyste,Informatique,2021-09-07,,1136,Actif,2021,4.86,70.7,Faible
439,Nom_439,Prenom_439,Developpeur,Informatique,2021-07-16,,2773,Actif,2021,5.0,71.0,Faible
460,Nom_460,Prenom_460,Developpeur,Informatique,2022-11-10,,1712,Actif,2022,3.68,75.7,Moyen
463,Nom_463,Prenom_463,RH,Informatique,2022-11-17,,4908,Actif,2022,3.66,66.6,Faible
480,Nom_480,Prenom_480,Finance,Informatique,2019-11-17,,3586,Actif,2019,6.66,73.5,Moyen
485,Nom_485,Prenom_485,Manager,Informatique,2021-08-29,,2304,Actif,2021,4.88,76.4,Eleve
495,Nom_495,Prenom_495,Manager,Informatique,2023-08-16,,2304,Actif,2023,2.92,69.5,Faible
514,Nom_514,Prenom_514,RH,Informatique,2019-09-21,2023-02-27,4999,Parti,2019,3.44,72.7,Faible
515,Nom_515,Prenom_515,Developpeur,Informatique,2021-12-12,,2674,Actif,2021,4.59,75.3,Moyen
518,Nom_518,Prenom_518,Analyste,Informatique,2023-07-02,,1072,Actif,2023,3.04,75.7,Moyen
525,Nom_525,Prenom_525,RH,Informatique,2021-06-02,,3990,Actif,2021,5.12,77.2,Eleve
528,Nom_528,Prenom_528,Developpeur,Informatique,2021-05-16,,4547,Actif,2021,5.17,80.2,Eleve
531,Nom_531,Prenom_531,Analyste,Informatique,2020-10-17,,4159,Actif,2020,5.75,67.4,Faible
533,Nom_533,Prenom_533,Developpeur,Informatique,2020-01-05,,2051,Actif,2020,6.53,76.5,Eleve
540,Nom_540,Prenom_540,Analyste,Informatique,2021-04-10,,3294,Actif,2021,5.27,75.8,Moyen
550,Nom_550,Prenom_550,Developpeur,Informatique,2022-11-17,,2073,Actif,2022,3.66,74.3,Moyen
566,Nom_566,Prenom_566,Developpeur,Informatique,2022-07-19,2023-09-07,2511,Parti,2022,1.14,74.2,Moyen
567,Nom_567,Prenom_567,Developpeur,Informatique,2022-04-27,,3030,Actif,2022,4.22,78.8,Eleve
579,Nom_579,Prenom_579,RH,Informatique,2022-01-14,,1049,Actif,2022,4.5,78.8,Eleve
582,Nom_582,Prenom_582,RH,Informatique,2022-05-28,,2125,Actif,2022,4.14,62.0,Faible
585,Nom_585,Prenom_585,RH,Informatique,2021-10-05,2026-01-29,3737,Parti,2021,4.32,76.8,Eleve
588,Nom_588,Prenom_588,Developpeur,Informatique,2021-08-15,,2126,Actif,2021,4.92,74.3,Moyen
597,Nom_597,Prenom_597,Finance,Informatique,2020-07-04,,2786,Actif,2020,6.03,75.3,Moyen
599,Nom_599,Prenom_599,Finance,Informatique,2022-08-05,,2985,Actif,2022,3.95,70.4,Faible
605,Nom_605,Prenom_605,Finance,Informatique,2020-06-05,,1110,Actif,2020,6.11,79.2,Eleve
613,Nom_613,Prenom_613,Analyste,Informatique,2020-03-17,2021-05-04,2811,Parti,2020,1.13,67.3,Faible
616,Nom_616,Prenom_616,RH,Informatique,2021-10-12,,3564,Actif,2021,4.76,80.8,Eleve
617,Nom_617,Prenom_617,Developpeur,Informatique,2022-09-10,,1690,Actif,2022,3.85,72.1,Faible
625,Nom_625,Prenom_625,Finance,Informatique,2021-06-14,,2411,Actif,2021,5.09,70.2,Faible
638,Nom_638,Prenom_638,Analyste,Informatique,2022-07-15,2024-08-11,2828,Parti,2022,2.08,71.5,Faible
646,Nom_646,Prenom_646,RH,Informatique,2019-01-12,,2062,Actif,2019,7.51,78.1,Eleve
648,Nom_648,Prenom_648,Manager,Informatique,2022-08-18,,4316,Actif,2022,3.91,74.3,Moyen
650,Nom_650,Prenom_650,Developpeur,Informatique,2020-05-13,,1068,Actif,2020,6.18,79.8,Eleve
665,Nom_665,Prenom_665,Finance,Informatique,2021-04-05,,2285,Actif,2021,5.28,71.6,Faible
679,Nom_679,Prenom_679,Manager,Informatique,2020-04-01,,1873,Actif,2020,6.29,74.6,Moyen
681,Nom_681,Prenom_681,Finance,Informatique,2019-07-11,,4012,Actif,2019,7.02,79.3,Eleve
730,Nom_730,Prenom_730,Analyste,Informatique,2022-01-27,,1829,Actif,2022,4.47,77.4,Eleve
736,Nom_736,Prenom_736,Finance,Informatique,2023-02-16,2025-03-16,3696,Parti,2023,2.08,77.5,Eleve
737,Nom_737,Prenom_737,Developpeur,Informatique,2023-05-08,,1608,Actif,2023,3.19,74.1,Moyen
741,Nom_741,Prenom_741,Analyste,Informatique,2021-11-28,,3301,Actif,2021,4.63,68.9,Faible
764,Nom_764,Prenom_764,Developpeur,Informatique,2022-06-07,,3896,Actif,2022,4.11,76.3,Moyen
765,Nom_765,Prenom_765,Developpeur,Informatique,2023-03-23,,2409,Actif,2023,3.32,75.3,Moyen
773,Nom_773,Prenom_773,Analyste,Informatique,2020-09-25,,4226,Actif,2020,5.81,72.6,Faible
775,Nom_775,Prenom_775,Manager,Informatique,2023-03-21,,2895,Actif,2023,3.32,84.4,Eleve
799,Nom_799,Prenom_799,Developpeur,Informatique,2019-04-01,,940,Actif,2019,7.29,76.6,Eleve
808,Nom_808,Prenom_808,Analyste,Informatique,2022-05-28,,3651,Actif,2022,4.14,70.4,Faible
825,Nom_825,Prenom_825,Developpeur,Informatique,2022-12-03,,1987,Actif,2022,3.62,74.9,Moyen
827,Nom_827,Prenom_827,Manager,Informatique,2021-07-17,2026-08-05,3765,Parti,2021,5.05,73.7,Moyen
864,Nom_864,Prenom_864,RH,Informatique,2022-09-15,,3262,Actif,2022,3.84,73.7,Moyen
875,Nom_875,Prenom_875,RH,Informatique,2022-10-03,,3978,Actif,2022,3.79,77.8,Eleve
900,Nom_900,Prenom_900,Developpeur,Informatique,2023-04-20,,3809,Actif,2023,3.24,77.3,Eleve
935,Nom_935,Prenom_935,Analyste,Informatique,2022-01-27,,4781,Actif,2022,4.47,72.6,Faible
944,Nom_944,Prenom_944,Manager,Informatique,2021-02-09,,994,Actif,2021,5.43,78.2,Eleve
951,Nom_951,Prenom_951,Manager,Informatique,2023-01-21,,2814,Actif,2023,3.49,77.0,Eleve
960,Nom_960,Prenom_960,Manager,Informatique,2020-12-17,,1409,Actif,2020,5.58,78.8,Eleve
995,Nom_995,Prenom_995,Developpeur,Informatique,2019-03-16,,4796,Actif,2019,7.34,77.6,Eleve
1003,Nom_1003,Prenom_1003,RH,Informatique,2022-08-22,,3944,Actif,2022,3.9,73.0,Moyen
1008,Nom_1008,Prenom_1008,Analyste,Informatique,2020-03-10,,4312,Actif,2020,6.35,70.8,Faible
1012,Nom_1012,Prenom_1012,Developpeur,Informatique,2019-06-15,,2772,Actif,2019,7.09,74.7,Moyen
1013,Nom_1013,Prenom_1013,Analyste,Informatique,2023-02-13,2027-08-28,4725,Parti,2023,4.54,75.6,Moyen
1046,Nom_1046,Prenom_1046,Developpeur,Informatique,2021-04-27,,4434,Actif,2021,5.22,72.6,Faible
1048,Nom_1048,Prenom_1048,Manager,Informatique,2022-10-29,,4941,Actif,2022,3.72,71.8,Faible
1050,Nom_1050,Prenom_1050,Manager,Informatique,2021-06-18,,1399,Actif,2021,5.08,79.2,Eleve
1051,Nom_1051,Prenom_1051,RH,Informatique,2019-12-26,,2712,Actif,2019,6.56,78.8,Eleve
1067,Nom_1067,Prenom_1067,Analyste,Informatique,2020-08-26,,1877,Actif,2020,5.89,69.9,Faible
1072,Nom_1072,Prenom_1072,Manager,Informatique,2023-03-17,,1072,Actif,2023,3.33,71.3,Faible
1075,Nom_1075,Prenom_1075,Analyste,Informatique,2020-06-07,,3347,Actif,2020,6.11,74.3,Moyen
1084,Nom_1084,Prenom_1084,Finance,Informatique,2019-02-16,,2672,Actif,2019,7.41,76.3,Moyen
1109,Nom_1109,Prenom_1109,Manager,Informatique,2019-01-28,,3375,Actif,2019,7.47,71.5,Faible
1110,Nom_1110,Prenom_1110,Analyste,Informatique,2019-03-19,2021-08-12,4226,Parti,2019,2.4,70.7,Faible
1114,Nom_1114,Prenom_1114,RH,Informatique,2020-10-27,,4857,Actif,2020,5.72,74.3,Moyen
1123,Nom_1123,Prenom_1123,RH,Informatique,2021-01-19,,2681,Actif,2021,5.49,78.1,Eleve
1154,Nom_1154,Prenom_1154,Finance,Informatique,2022-03-15,,2506,Actif,2022,4.34,79.7,Eleve
1177,Nom_1177,Prenom_1177,Finance,Informatique,2022-11-01,,3924,Actif,2022,3.71,79.0,Eleve
1183,Nom_1183,Prenom_1183,Analyste,Informatique,2023-05-25,,1689,Actif,2023,3.15,72.8,Moyen
1189,Nom_1189,Prenom_1189,Analyste,Informatique,2023-01-09,,828,Actif,2023,3.52,74.1,Moyen
1191,Nom_1191,Prenom_1191,Developpeur,Informatique,2023-06-19,,4389,Actif,2023,3.08,72.8,Moyen
1199,Nom_1199,Prenom_1199,Analyste,Informatique,2021-11-29,2027-02-07,2969,Parti,2021,5.19,73.3,Moyen
1205,Nom_1205,Prenom_1205,RH,Informatique,2022-09-07,,4367,Actif,2022,3.86,76.9,Eleve
1211,Nom_1211,Prenom_1211,Analyste,Informatique,2019-04-28,,2437,Actif,2019,7.22,76.5,Eleve
1212,Nom_1212,Prenom_1212,Finance,Informatique,2021-05-30,,4296,Actif,2021,5.13,74.3,Moyen
1221,Nom_1221,Prenom_1221,Manager,Informatique,2022-11-16,,4240,Actif,2022,3.67,71.2,Faible
1228,Nom_1228,Prenom_1228,Developpeur,Informatique,2022-12-04,,4717,Actif,2022,3.62,76.3,Eleve
1231,Nom_1231,Prenom_1231,Developpeur,Informatique,2023-12-16,,4662,Actif,2023,2.58,76.0,Moyen
1232,Nom_1232,Prenom_1232,RH,Informatique,2020-12-24,,2250,Actif,2020,5.56,65.4,Faible
1251,Nom_1251,Prenom_1251,Manager,Informatique,2019-09-18,,4303,Actif,2019,6.83,79.6,Eleve
1263,Nom_1263,Prenom_1263,Manager,Informatique,2021-02-23,,2654,Actif,2021,5.39,73.5,Moyen
1289,Nom_1289,Prenom_1289,Finance,Informatique,2021-03-08,,4716,Actif,2021,5.36,72.3,Faible
1293,Nom_1293,Prenom_1293,Finance,Informatique,2019-01-05,,1484,Actif,2019,7.53,72.9,Moyen
1307,Nom_1307,Prenom_1307,Finance,Informatique,2020-09-07,,4214,Actif,2020,5.86,74.9,Moyen
1309,Nom_1309,Prenom_1309,Analyste,Informatique,2021-03-10,2024-10-18,1981,Parti,2021,3.61,59.4,Faible
1314,Nom_1314,Prenom_1314,RH,Informatique,2020-07-28,,2740,Actif,2020,5.97,74.6,Moyen
1325,Nom_1325,Prenom_1325,Finance,Informatique,2021-11-28,,3380,Actif,2021,4.63,79.5,Eleve
1331,Nom_1331,Prenom_1331,Analyste,Informatique,2020-07-07,,4272,Actif,2020,6.03,66.7,Faible
1345,Nom_1345,Prenom_1345,Manager,Informatique,2022-01-25,,2178,Actif,2022,4.47,75.8,Moyen
1358,Nom_1358,Prenom_1358,Finance,Informatique,2022-02-15,,1020,Actif,2022,4.42,71.9,Faible
1365,Nom_1365,Prenom_1365,Analyste,Informatique,2023-09-16,2026-03-02,1144,Parti,2023,2.46,78.2,Eleve
1385,Nom_1385,Prenom_1385,RH,Informatique,2019-01-11,,1587,Actif,2019,7.51,72.7,Faible
1393,Nom_1393,Prenom_1393,Analyste,Informatique,2019-12-12,,1940,Actif,2019,6.6,70.9,Faible
1396,Nom_1396,Prenom_1396,Manager,Informatique,2020-01-31,2023-02-06,4380,Parti,2020,3.02,74.3,Moyen
1403,Nom_1403,Prenom_1403,RH,Informatique,2021-09-19,,4001,Actif,2021,4.82,77.1,Eleve
1439,Nom_1439,Prenom_1439,RH,Informatique,2021-04-04,,3171,Actif,2021,5.28,76.1,Moyen
1453,Nom_1453,Prenom_1453,Analyste,Informatique,2023-08-17,,1772,Actif,2023,2.92,76.9,Eleve
1455,Nom_1455,Prenom_1455,Finance,Informatique,2020-07-28,2022-12-06,3393,Parti,2020,2.36,68.8,Faible
1456,Nom_1456,Prenom_1456,RH,Informatique,2019-09-01,,4792,Actif,2019,6.87,78.3,Eleve
1484,Nom_1484,Prenom_1484,Developpeur,Informatique,2020-10-27,,1766,Actif,2020,5.72,73.5,Moyen
1485,Nom_1485,Prenom_1485,Developpeur,Informatique,2019-06-05,,3958,Actif,2019,7.12,79.2,Eleve
1495,Nom_1495,Prenom_1495,Finance,Informatique,2019-12-08,2024-11-23,2383,Parti,2019,4.96,79.9,Eleve
6,Nom_6,Prenom_6,Finance,Data & Analytics,2022-10-28,2023-11-22,1396,Parti,2022,1.07,76.9,Eleve
48,Nom_48,Prenom_48,RH,Data & Analytics,2023-02-17,,992,Actif,2023,3.41,74.8,Moyen
50,Nom_50,Prenom_50,Finance,Data & Analytics,2019-01-21,2019-12-06,4445,Parti,2019,0.87,75.3,Moyen
51,Nom_51,Prenom_51,Developpeur,Data & Analytics,2021-04-20,,1050,Actif,2021,5.24,68.6,Faible
57,Nom_57,Prenom_57,Manager,Data & Analytics,2019-01-14,,1896,Actif,2019,7.5,74.6,Moyen
70,Nom_70,Prenom_70,RH,Data & Analytics,2021-02-14,,1458,Actif,2021,5.42,72.3,Faible
74,Nom_74,Prenom_74,Analyste,Data & Analytics,2023-05-05,,2904,Actif,2023,3.2,79.8,Eleve
86,Nom_86,Prenom_86,Developpeur,Data & Analytics,2023-04-29,,3139,Actif,2023,3.22,67.8,Faible
95,Nom_95,Prenom_95,RH,Data & Analytics,2023-10-17,,1434,Actif,2023,2.75,67.3,Faible
110,Nom_110,Prenom_110,Finance,Data & Analytics,2020-01-15,,1470,Actif,2020,6.5,78.8,Eleve
121,Nom_121,Prenom_121,RH,Data & Analytics,2021-12-22,2026-03-11,4371,Parti,2021,4.22,79.4,Eleve
129,Nom_129,Prenom_129,Finance,Data & Analytics,2020-01-14,,3742,Actif,2020,6.51,80.8,Eleve
131,Nom_131,Prenom_131,Developpeur,Data & Analytics,2023-02-22,,2725,Actif,2023,3.4,74.4,Moyen
137,Nom_137,Prenom_137,Finance,Data & Analytics,2019-07-20,2020-02-16,1790,Parti,2019,0.58,68.6,Faible
157,Nom_157,Prenom_157,RH,Data & Analytics,2021-10-25,,1449,Actif,2021,4.73,75.7,Moyen
170,Nom_170,Prenom_170,Analyste,Data & Analytics,2023-09-11,,4834,Actif,2023,2.85,75.7,Moyen
179,Nom_179,Prenom_179,Developpeur,Data & Analytics,2020-04-29,,3235,Actif,2020,6.21,72.1,Faible
